"bbl","address","zipcode","unitsres","numfloors","latitude","longitude"
"4028450110","60-05 75 STREET","11379",2,3,40.7244423,-73.8858824
"4028460075","60-61 76 STREET","11379",1,2,40.7231474,-73.8838391
"4028450063","60-68 76 STREET","11379",1,2,40.7230712,-73.8844056
"4028450064","60-70 76 STREET","11379",1,2,40.7230245,-73.8844093
"4028460039","60-46 77 STREET","11379",1,2,40.7237641,-73.8829794
"4028460041","60-48 77 STREET","11379",1,2,40.7237229,-73.882947
"4028460042","60-50 77 STREET","11379",1,2,40.723679,-73.882911
"4028450099","60-31 75 STREET","11379",2,2,40.7238408,-73.8855191
"4028460052","76-31 ELIOT AVENUE","11379",1,2,40.7234651,-73.8831567
"4028460053","76-29 ELIOT AVENUE","11379",1,2,40.7234405,-73.8832108
"4028460014","76-02 CALDWELL AVENUE","11379",1,2,40.7246819,-73.8839663
"4028460015","76-04 CALDWELL AVENUE","11379",2,2,40.7246736,-73.8838797
"4028460076","60-59 76 STREET","11379",1,2,40.7232023,-73.8838354
"4028460077","60-57 76 STREET","11379",1,2,40.7232545,-73.8838317
"4028450065","60-72 76 STREET","11379",1,2,40.7229751,-73.884413
"4028460043","60-52 77 STREET","11379",1,2,40.7236378,-73.8828786
"4028450100","60-29 75 STREET","11379",2,2,40.7239012,-73.8855442
"4028460054","76-27 ELIOT AVENUE","11379",1,2,40.7234131,-73.883265
"4028460044","60-54 77 STREET","11379",1,2,40.7235938,-73.8828426
"4028450101","60-27 75 STREET","11379",2,2,40.7239644,-73.8855694
"4028420117","60-20 72 STREET","11378",1,2,40.7230169,-73.8878691
"4028450102","60-25 75 STREET","11379",2,2,40.7240275,-73.8855909
"4028460055","76-25 ELIOT AVENUE","11379",1,2,40.7233885,-73.8833228
"4028460019","60-04 77 STREET","11379",1,2,40.7247173,-73.8837065
"4028460020","60-06 77 STREET","11379",1,2,40.7246679,-73.8836777
"4028460021","60-08 77 STREET","11379",2,2,40.7246239,-73.8836489
"4028460078","60-55 76 STREET","11379",1,2,40.7233039,-73.883828
"4028460080","60-51 76 STREET","11379",1,2,40.7234027,-73.8838206
"4028460081","60-49 76 STREET","11379",1,2,40.7234521,-73.8838133
"4028450066","60-74 76 STREET","11379",1,2,40.7229257,-73.8844131
"4028460113","60-17 76 STREET","11379",1,2,40.7243359,-73.883819
"4028460045","76-45 ELIOT AVENUE","11379",1,2,40.7235279,-73.8827886
"4028460093","76-18 60 ROAD","11379",1,2,40.7237288,-73.8833077
"4028460094","76-20 60 ROAD","11379",1,2,40.7237617,-73.8832427
"4028460100","76-17 60 ROAD","11379",1,2,40.7241544,-73.8835235
"4028460102","76-15 60 ROAD","11379",1,2,40.7240475,-73.8835778
"4028450103","60-23 75 STREET","11379",2,2,40.7240824,-73.8856305
"4028450104","60-21 75 STREET","11379",2,2,40.7241018,-73.8857495
"4028460056","76-23 ELIOT AVENUE","11379",1,2,40.7233611,-73.8833769
"4028460057","76-21 ELIOT AVENUE","11379",1,2,40.7233364,-73.8834311
"4028460022","60-10 77 STREET","11379",1,2,40.7245772,-73.8836237
"4028460082","60-47 76 STREET","11379",1,2,40.723507,-73.8838132
"4028460114","60-15 76 STREET","11379",1,2,40.7243881,-73.8838333
"4028460104","60-35 76 STREET","11379",2,2,40.7238693,-73.8838559
"4028470035","60-26 77 PLACE","11379",1,2,40.7244003,-73.8823866
"4028460058","76-19 ELIOT AVENUE","11379",1,2,40.723309,-73.8834889
"4028460059","76-17 ELIOT AVENUE","11379",1,2,40.7232789,-73.8835394
"4028460024","60-14 77 STREET","11379",1,2,40.7244921,-73.8835589
"4028460025","60-16 77 STREET","11379",1,2,40.7244509,-73.8835266
"4028460084","60-43 76 STREET","11379",1,2,40.7236278,-73.8838346
"4028460088","76-08 60 ROAD","11379",1,2,40.7235644,-73.8836183
"4028460115","60-11 76 STREET","11379",1,2,40.7244732,-73.8838765
"4028470021","77-14 CALDWELL AVENUE","11379",3,3,40.724851,-73.8829306
"4028460106","60-31 76 STREET","11379",1,2,40.7239928,-73.8838124
"4028460107","60-29 76 STREET","11379",1,2,40.7240422,-73.8838159
"4028470036","60-30 77 PLACE","11379",1,2,40.7243179,-73.8823218
"4028460060","76-15 ELIOT AVENUE","11379",2,2,40.7231911,-73.8835901
"4028420119","60-26 72 STREET","11378",1,2,40.7228851,-73.8877647
"4028460026","60-18 77 STREET","11379",1,2,40.7244097,-73.8834905
"4028460089","76-10 60 ROAD","11379",1,2,40.7236165,-73.8835569
"4028460090","76-12 60 ROAD","11379",1,2,40.7236439,-73.8834919
"4028470024","77-20 CALDWELL AVENUE","11379",3,3,40.7249112,-73.8827609
"4028460108","60-27 76 STREET","11379",1,2,40.7240889,-73.8838158
"4028460109","60-25 76 STREET","11379",1,2,40.724141,-73.8838157
"4028460110","60-23 76 STREET","11379",1,2,40.7241877,-73.8838156
"4028460111","60-21 76 STREET","11379",1,2,40.7242398,-73.8838155
"4028460112","60-19 76 STREET","11379",1,2,40.7242892,-73.8838191
"4028470037","60-32 77 PLACE","11379",1,2,40.7242822,-73.882293
"4028470038","60-34 77 PLACE","11379",1,2,40.724241,-73.8822606
"4028470040","60-38 77 PLACE","11379",1,2,40.7241558,-73.8821922
"4028470042","77-15 ELIOT AVENUE","11379",3,2,40.7239827,-73.8820265
"4028460065","60-65 76 STREET","11379",1,2,40.7230048,-73.8839151
"4028470061","60-39 77 STREET","11379",1,2,40.724159,-73.8826143
"4028470062","60-37 77 STREET","11379",1,2,40.7242002,-73.8826503
"4028470063","60-35 77 STREET","11379",1,2,40.7242414,-73.8826827
"4028460091","76-14 60 ROAD","11379",1,2,40.7236713,-73.8834305
"4028460092","76-16 60 ROAD","11379",1,2,40.7237014,-73.8833727
"4028470025","60-04 77 PLACE","11379",2,3,40.7248069,-73.882743
"4028470026","60-08 77 PLACE","11379",3,3,40.7247821,-73.8826565
"4028470138","60-36 77 PLACE","11379",1,2,40.7241998,-73.8822246
"4028420120","60-28 72 STREET","11378",1,2,40.7228274,-73.8877179
"4028470140","60-40 77 PLACE","11379",1,2,40.7241146,-73.8821562
"4028480018","60-02 78 STREET","11379",1,2,40.7250668,-73.8818587
"4028480019","60-04 78 STREET","11379",1,2,40.7250118,-73.8817794
"4028480020","60-06 78 STREET","11379",1,2,40.7249706,-73.881747
"4028470044","77-11 ELIOT AVENUE","11379",3,2,40.7239417,-73.8821204
"4028470046","77-09 ELIOT AVENUE","11379",3,2,40.7238979,-73.8822143
"4028480030","60-24 78 STREET","11379",1,2,40.7246135,-73.881459
"4028480032","60-26 78 STREET","11379",1,2,40.7245723,-73.8814266
"4028480035","60-30 78 STREET","11379",1,2,40.7244953,-73.8813654
"4028480036","60-32 78 STREET","11379",1,2,40.7244541,-73.881333
"4028470065","60-33 77 STREET","11379",1,2,40.7242909,-73.8827223
"4028470066","60-31 77 STREET","11379",1,2,40.7243486,-73.8827691
"4028470067","60-29 77 STREET","11379",1,2,40.724398,-73.8828087
"4028480053","60-29 77 PLACE","11379",1,2,40.7245232,-73.8818091
"4028480054","60-27 77 PLACE","11379",1,2,40.7245644,-73.8818415
"4028480055","60-25 77 PLACE","11379",2,2,40.7246057,-73.8818775
"4028480056","60-23 77 PLACE","11379",1,2,40.7246496,-73.8819099
"4028470028","60-12 77 PLACE","11379",2,2,40.724697,-73.8826278
"4028470029","60-14 77 PLACE","11379",1,2,40.7246421,-73.8825774
"4028470031","60-18 77 PLACE","11379",1,2,40.7245569,-73.8825126
"4028470032","60-20 77 PLACE","11379",1,2,40.7245157,-73.8824802
"4028470033","60-22 77 PLACE","11379",1,2,40.72448,-73.8824478
"4028480021","60-08 78 STREET","11379",1,2,40.7249349,-73.8817146
"4028480022","60-10 78 STREET","11379",1,2,40.7248937,-73.8816858
"4028480023","60-12 78 STREET","11379",1,2,40.7248524,-73.8816498
"4028480024","60-14 78 STREET","11379",1,2,40.7248112,-73.8816174
"4028480025","60-16 78 STREET","11379",1,2,40.7247755,-73.8815886
"4028470049","60-55 77 STREET","11379",1,2,40.7238047,-73.8823768
"4028470051","60-53 77 STREET","11379",1,2,40.7238486,-73.8824128
"4028470052","60-51 77 STREET","11379",1,2,40.7238899,-73.8824452
"4028480037","60-34 78 STREET","11379",1,2,40.7244129,-73.8813006
"4028480038","60-36 78 STREET","11379",1,2,40.7243772,-73.8812682
"4028470068","60-27 77 STREET","11379",1,2,40.724442,-73.8828411
"4028470070","60-25 77 STREET","11379",1,2,40.7244832,-73.8828771
"4028470073","60-19 77 STREET","11379",2,2,40.7246013,-73.8829923
"4028480057","60-21 77 PLACE","11379",1,2,40.7246908,-73.8819423
"4028480058","60-19 77 PLACE","11379",1,2,40.7247293,-73.8819747
"4028470034","60-24 77 PLACE","11379",1,2,40.7244415,-73.882419
"4028480026","60-18 78 STREET","11379",1,2,40.7247371,-73.8815598
"4028470053","60-49 77 STREET","11379",1,2,40.7239393,-73.8824632
"4028480041","60-40 78 STREET","11379",1,2,40.7242976,-73.881207
"4028480045","60-49 77 PLACE","11379",1,2,40.7241084,-73.8814779
"4028470076","60-11 77 STREET","11379",1,2,40.7247277,-73.8830931
"4028470077","60-09 77 STREET","11379",1,2,40.7247716,-73.8831291
"4028480059","60-17 77 PLACE","11379",1,2,40.7247677,-73.8820035
"4028480060","60-15 77 PLACE","11379",1,2,40.7248062,-73.8820359
"4028490030","60-04 79 STREET","11379",1,2,40.7251535,-73.8807942
"4028490031","60-06 79 STREET","11379",1,2,40.7251095,-73.8807618
"4028480028","60-20 78 STREET","11379",2,2,40.7246986,-73.8815274
"4028480029","60-22 78 STREET","11379",2,2,40.7246547,-73.8814914
"4028490045","60-43 78 STREET","11379",1,2,40.7244782,-73.8806764
"4028470057","60-43 77 STREET","11379",1,2,40.7240739,-73.8825495
"4028470059","60-41 77 STREET","11379",1,2,40.7241151,-73.8825819
"4028480046","60-45 77 PLACE","11379",2,2,40.7241991,-73.8815499
"4028470078","60-07 77 STREET","11379",1,2,40.7248128,-73.8831615
"4028480061","60-13 77 PLACE","11379",1,2,40.7248474,-73.8820683
"4028490048","60-39 78 STREET","11379",1,2,40.7245578,-73.8807412
"4028420121","60-30 72 STREET","11378",1,2,40.7227835,-73.8876819
"4028490049","60-37 78 STREET","11379",1,2,40.724599,-73.8807736
"4028490051","60-35 78 STREET","11379",1,2,40.7246402,-73.8808059
"4028490065","60-09 78 STREET","11379",1,2,40.7251127,-73.8811839
"4028490066","60-07 78 STREET","11379",1,2,40.725165,-73.8812632
"4028500046","60-29 79 STREET","11379",1,2,40.7248506,-73.879882
"4028480047","60-41 77 PLACE","11379",1,2,40.7242815,-73.8816147
"4028480048","60-39 77 PLACE","11379",1,2,40.7243172,-73.8816471
"4028480049","60-37 77 PLACE","11379",1,2,40.7243557,-73.8816759
"4028470079","60-05 77 STREET","11379",2,2,40.7248678,-73.8832372
"4028470129","60-16 77 PLACE","11379",1,2,40.7245981,-73.882545
"4028470135","60-28 77 PLACE","11379",1,2,40.7243591,-73.8823542
"4028480062","60-11 77 PLACE","11379",1,2,40.7248886,-73.8821007
"4028480064","60-07 77 PLACE","11379",1,2,40.724971,-73.8821691
"4028480065","60-03 77 PLACE","11379",1,2,40.7250123,-73.8822484
"4028490032","60-08 79 STREET","11379",1,2,40.7250711,-73.8807294
"4028490033","60-10 79 STREET","11379",2,2,40.7250326,-73.8807006
"4028490034","60-12 79 STREET","11379",1,2,40.7249887,-73.8806646
"4028490035","60-14 79 STREET","11379",1,2,40.7249502,-73.8806322
"4028490052","60-33 78 STREET","11379",1,2,40.7246787,-73.8808383
"4028490053","60-31 78 STREET","11379",1,2,40.7247171,-73.8808671
"4028490056","60-29 78 STREET","11379",1,2,40.7247556,-73.8808995
"4028490057","60-27 78 STREET","11379",1,2,40.7247968,-73.8809319
"4028500047","60-27 79 STREET","11379",1,2,40.7248918,-73.8799144
"4028480050","60-35 77 PLACE","11379",1,2,40.7243941,-73.8817083
"4028480145","60-47 77 PLACE","11379",1,2,40.7241551,-73.8815175
"4028480146","60-43 77 PLACE","11379",2,2,40.7242403,-73.8815859
"4028490036","60-16 79 STREET","11379",1,2,40.724909,-73.8805998
"4028490037","60-18 79 STREET","11379",1,2,40.7248678,-73.8805674
"4028490058","60-25 78 STREET","11379",1,2,40.724838,-73.8809643
"4028490059","60-23 78 STREET","11379",1,2,40.7248792,-73.8809967
"4028490060","60-21 78 STREET","11379",1,2,40.7249149,-73.8810291
"4028500048","60-25 79 STREET","11379",1,2,40.7249275,-73.8799432
"4028500049","60-23 79 STREET","11379",1,2,40.7249687,-73.8799756
"4028480051","60-33 77 PLACE","11379",1,2,40.7244381,-73.8817407
"4028480052","60-31 77 PLACE","11379",1,2,40.7244793,-73.8817767
"4028490029","60-02 79 STREET","11379",2,2,40.7252194,-73.8808771
"4028490061","60-19 78 STREET","11379",1,2,40.7249534,-73.8810579
"4028420123","60-34 72 STREET","11378",1,2,40.722701,-73.8876171
"4028490038","60-20 79 STREET","11379",1,2,40.7248293,-73.880535
"4028490039","60-22 79 STREET","11379",1,2,40.7247881,-73.8805026
"4028490062","60-17 78 STREET","11379",1,2,40.7249919,-73.8810903
"4028490063","60-15 78 STREET","11379",1,2,40.7250331,-73.8811227
"4028490064","60-11 78 STREET","11379",1,2,40.7250743,-73.8811551
"4028500050","60-21 79 STREET","11379",1,2,40.7250099,-73.880008
"4028500051","60-19 79 STREET","11379",1,2,40.7250512,-73.8800404
"4028500052","60-17 79 STREET","11379",1,2,40.7250869,-73.8800728
"4028500053","60-15 79 STREET","11379",1,2,40.7251336,-73.8801088
"4028490040","60-24 79 STREET","11379",1,2,40.7247469,-73.8804702
"4028490041","60-26 79 STREET","11379",1,2,40.7247057,-73.8804378
"4028490042","60-28 79 STREET","11379",1,2,40.7246673,-73.8804054
"4028500054","60-11 79 STREET","11379",2,3,40.7251885,-73.880152
"4028500055","60-09 79 STREET","11379",2,3,40.7252434,-73.8801951
"4028490043","60-30 79 STREET","11379",1,2,40.7246206,-73.8803694
"4028500057","60-07 79 STREET","11379",2,3,40.7252901,-73.8802347
"4028420125","60-38 72 STREET","11378",1,2,40.7226077,-73.8875415
"4028420126","60-42 72 STREET","11378",1,2,40.7225143,-73.8874695
"4028420127","60-46 72 STREET","11378",1,2,40.7224264,-73.8873975
"4029950030","63-50 83 PLACE","11379",2,2,40.7217206,-73.8713664
"4028840036","58-31 85 STREET","11379",1,1,40.7298935,-73.8753844
"4028840129","85-09 60 AVENUE","11379",2,3,40.7297916,-73.8750996
"4028840017","58-40 86 STREET","11379",2,2.5,40.7300716,-73.8751279
"4028840024","85-19 60 AVENUE","11379",2,2.5,40.7299889,-73.8748034
"4028840130","85-07 60 AVENUE","11379",2,3,40.729756,-73.8751502
"4028840131","85-05 60 AVENUE","11379",2,3,40.7297148,-73.8751899
"4028840025","85-17 60 AVENUE","11379",1,2,40.7299698,-73.8748756
"4028840026","85-15 60 AVENUE","11379",1,2.5,40.7299204,-73.8749226
"4028840027","85-13 60 AVENUE","11379",1,2.5,40.7298848,-73.8749731
"4028840132","85-03 60 AVENUE","11379",2,3,40.7296298,-73.8752117
"4028850192","58-15 86 STREET","11379",1,3,40.7301918,-73.8746118
"4028860001","85-02 60 AVENUE","11379",1,2.5,40.729355,-73.8749164
"4028860002","85-04 60 AVENUE","11379",3,3,40.7293961,-73.8748586
"4028860025","85-23 60 ROAD","11379",5,3,40.7295846,-73.8740681
"4028870002","85-02 60 ROAD","11379",3,3,40.7289096,-73.8742822
"4028840028","85-11 60 AVENUE","11379",2,3,40.7298382,-73.8750382
"4028840034","58-39 85 STREET","11379",2,3,40.7297287,-73.8753342
"4028840035","58-33 85 STREET","11379",1,2,40.7298495,-73.8753304
"4028870034","85-25 60 DRIVE","11379",3,3,40.729109,-73.8733871
"4028860003","85-06 60 AVENUE","11379",3,3,40.7294372,-73.8748044
"4028860004","85-08 60 AVENUE","11379",3,3,40.7294728,-73.8747538
"4028860026","85-21 60 ROAD","11379",2,2.5,40.729538,-73.8741331
"4028860027","85-19 60 ROAD","11379",2,1,40.7294996,-73.8741837
"4028870006","85-12 60 ROAD","11379",1,2.5,40.7290301,-73.8740078
"4028870035","85-23 60 DRIVE","11379",3,3,40.7290706,-73.8734413
"4028860005","85-10 60 AVENUE","11379",3,3,40.7295112,-73.8747032
"4028860006","85-12 60 AVENUE","11379",3,3,40.7295496,-73.874649
"4028860030","85-13 60 ROAD","11379",3,3,40.7293873,-73.8743391
"4028870007","85-14 60 ROAD","11379",2,2,40.7290931,-73.8739211
"4028870009","85-18 60 ROAD","11379",2,2.5,40.7291617,-73.8738307
"4028870040","85-15 60 DRIVE","11379",1,2,40.7288788,-73.8737014
"4028870042","85-11 60 DRIVE","11379",1,2,40.7287966,-73.8738134
"4028860031","85-11 60 ROAD","11379",3,3,40.7293489,-73.8743932
"4028870011","85-22 60 ROAD","11379",1,2.5,40.729211,-73.8737621
"4028860007","85-14 60 AVENUE","11379",3,3,40.7295879,-73.8745985
"4028860008","85-16 60 AVENUE","11379",3,2,40.7296455,-73.874519
"4028860010","85-20 60 AVENUE","11379",1,2,40.729703,-73.8744431
"4028860032","85-09 60 ROAD","11379",2,3,40.7293105,-73.8744438
"4028860121","85-31 60 ROAD","11379",2,3,40.7297353,-73.8738621
"4028870012","85-24 60 ROAD","11379",2,2.5,40.7292603,-73.8736971
"4028870015","85-30 60 ROAD","11379",2,2,40.7294028,-73.8735056
"4028880008","85-14 60 DRIVE","11379",3,3,40.7286176,-73.8732617
"4028880009","85-16 60 DRIVE","11379",3,3,40.7286559,-73.8732111
"4028870043","85-09 60 DRIVE","11379",1,2,40.7287555,-73.8738712
"4028870044","85-07 60 DRIVE","11379",1,2,40.7287144,-73.8739254
"4028870045","85-05 60 DRIVE","11379",1,2.5,40.7286623,-73.8739977
"4028870048","60-33 85 STREET","11379",2,3,40.7288107,-73.8741561
"4028880001","85-02 60 DRIVE","11379",1,2.5,40.7283627,-73.8736194
"4028880003","85-04 60 DRIVE","11379",2,2,40.728412,-73.8735507
"4028850190","58-19 86 STREET","11379",2,3,40.7301121,-73.8744856
"4028850191","58-17 86 STREET","11379",2,3,40.7301588,-73.8745252
"4028860011","8520 60 AVENUE","11379",1,2,40.7297359,-73.8743853
"4028860122","85-29 60 ROAD","11379",3,3,40.7296915,-73.8739236
"4028870017","85-34 60 ROAD","11379",3,3,40.7294604,-73.8734297
"4028880010","85-18 60 DRIVE","11379",3,3,40.7286971,-73.8731641
"4028880011","85-20 60 DRIVE","11379",3,3,40.7287382,-73.8731172
"4028880005","85-08 60 DRIVE","11379",1,2,40.7284997,-73.8734315
"4028880006","85-12 60 DRIVE","11379",2,2,40.7285545,-73.873334
"4028880024","60-60 86 STREET","11379",2,2,40.7292699,-73.8724162
"4028860012","60-04 86 STREET","11379",2,2,40.7298812,-73.8742551
"4028860013","85-30 60 AVENUE","11379",1,2,40.7299499,-73.8743019
"4028860133","85-07 60 ROAD","11379",2,3,40.7292749,-73.8744944
"4028860134","85-05 60 ROAD","11379",2,3,40.7292393,-73.874545
"4028870018","85-36 60 ROAD","11379",3,3,40.7294988,-73.8733791
"4028870022","60-40 86 STREET","11379",1,1.5,40.7294599,-73.8730003
"4028880012","85-24 60 DRIVE","11379",2,2,40.7287793,-73.8730702
"4028860135","85-03 60 ROAD","11379",2,3,40.7292009,-73.874592
"4028870025","60-46 86 STREET","11379",2,2,40.7293829,-73.8728525
"4028880013","85-26 60 DRIVE","11379",1,2,40.7288204,-73.8730196
"4028880014","85-28 60 DRIVE","11379",3,2,40.7288615,-73.8729726
"4028880119","85-38 60 DRIVE","11379",3,3,40.7290945,-73.8726835
"4028860016","60-10 86 STREET","11379",3,2,40.7298125,-73.874129
"4028860136","85-01 60 ROAD","11379",2,3,40.7291598,-73.8746534
"4028870028","85-37 60 DRIVE","11379",1,2,40.729331,-73.8730836
"4028870030","85-33 60 DRIVE","11379",3,3,40.7292844,-73.8731486
"4028870031","85-31 60 DRIVE","11379",3,3,40.7292433,-73.8732028
"4028880017","85-34 60 DRIVE","11379",3,3,40.7289876,-73.8728172
"4028880019","85-36 60 DRIVE","11379",3,3,40.7290397,-73.8727522
"4028880021","85-42 60 DRIVE","11379",2,2,40.7291493,-73.8726113
"4028880022","85-46 60 DRIVE","11379",2,2,40.7292069,-73.8725318
"4028970028","84-33 60 AVENUE","11379",3,2,40.7293257,-73.8757283
"4028970031","84-29 60 AVENUE","11379",3,2,40.7292297,-73.8758619
"4028980011","58-20 84 PLACE","11379",3,3,40.7293651,-73.8767168
"4028980015","58-22 84 PLACE","11379",2,2.5,40.7293157,-73.8766556
"4028970032","84-27 60 AVENUE","11379",2,2,40.7291831,-73.8759234
"4028970034","58-33 84 PLACE","11379",3,3,40.7293726,-73.8759771
"4028970035","58-31 84 PLACE","11379",3,3,40.7294111,-73.8760276
"4028980039","58-23 84 STREET","11379",2,2,40.7291018,-73.8768905
"4028980042","58-19 84 STREET","11379",3,3,40.7292035,-73.8770057
"4028980045","84-02 58 AVENUE","11379",3,3,40.7292312,-73.8772222
"4028980047","84-04 58 AVENUE","11379",3,3,40.7292778,-73.8771607
"4028980017","58-24 84 PLACE","11379",1,2.5,40.7292552,-73.8765799
"4028980018","58-28 84 PLACE","11379",2,2,40.7291865,-73.8764934
"4028970036","58-29 84 PLACE","11379",1,1,40.7294715,-73.8761032
"4028980048","84-06 58 AVENUE","11379",3,3,40.7293244,-73.8770993
"4028980020","58-32 84 PLACE","11379",1,2.5,40.729126,-73.8764178
"4028980050","84-08 58 AVENUE","11379",3,3,40.729371,-73.8770379
"4028980137","58-27 84 STREET","11379",2,2.5,40.7290331,-73.876804
"4028980021","58-34 84 PLACE","11379",2,2,40.7290848,-73.8763673
"4028980023","84-19 60 AVENUE","11379",3,2,40.7290351,-73.8761221
"4028970017","58-26 85 STREET","11379",2,2,40.7297101,-73.8759043
"4028970038","58-25 84 PLACE","11379",2,2,40.7295512,-73.8762041
"4028970040","58-21 84 PLACE","11379",3,3,40.729609,-73.8762834
"4028990012","84-24 60 AVENUE","11379",1,1,40.7288315,-73.8756173
"4028990003","84-04 60 AVENUE","11379",2,3,40.7284807,-73.8760943
"4028990004","84-04A 60 AVENUE","11379",2,3,40.7285245,-73.8760364
"4028980024","84-17 60 AVENUE","11379",3,2,40.7289885,-73.8761835
"4028970019","58-30 85 STREET","11379",2,2,40.7296496,-73.8758251
"4028970021","58-34 85 STREET","11379",2,2.5,40.7295809,-73.8757386
"4028970042","58-19 84 PLACE","11379",3,3,40.7296475,-73.8763519
"4028970044","58-15 84 PLACE","11379",1,2,40.7297546,-73.8764455
"4028970045","58-11 84 PLACE","11379",3,3,40.7298041,-73.8764995
"4028990013","84-26 60 AVENUE","11379",3,3,40.7288699,-73.8755668
"4028990018","84-36 60 AVENUE","11379",3,3,40.7290617,-73.8753066
"4028990020","84-40 60 AVENUE","11379",2,3,40.7291384,-73.8752018
"4028990005","84-06 60 AVENUE","11379",2,2,40.7285656,-73.8759822
"4028990006","84-10 60 AVENUE","11379",2,2,40.7286067,-73.875928
"4028990007","84-14 60 AVENUE","11379",1,1.75,40.7286506,-73.8758666
"4028990009","84-18 60 AVENUE","11379",3,3,40.7287054,-73.8757908
"4028990039","84-15 60 ROAD","11379",1,1,40.7284609,-73.8755964
"4028990041","84-11 60 ROAD","11379",2,3,40.7284034,-73.8756759
"4028980025","84-15 60 AVENUE","11379",3,2,40.7289392,-73.8762485
"4028980027","84-11 60 AVENUE","11379",2,2,40.7288707,-73.8763425
"4028980029","84-07 60 AVENUE","11379",1,2,40.7288049,-73.8764364
"4028970023","84-43 60 AVENUE","11379",3,2,40.729512,-73.8754717
"4028970025","84-41 60 AVENUE","11379",2,2,40.7294654,-73.8755332
"4028980006","58-12 84 PLACE","11379",3,3,40.7295191,-73.876951
"4028990025","84-47 60 ROAD","11379",3,3,40.72902,-73.8748413
"4028990011","84-22 60 AVENUE","11379",1,1,40.7287959,-73.8756715
"4028990042","84-09 60 ROAD","11379",2,3,40.728365,-73.8757301
"4029000005","84-10 60 ROAD","11379",3,3,40.7280572,-73.8753338
"4028970026","84-39 60 AVENUE","11379",3,2,40.7294271,-73.8755874
"4028970027","84-37 60 AVENUE","11379",3,2,40.7293777,-73.875656
"4028980008","58-16 84 PLACE","11379",3,3,40.7294449,-73.8768249
"4028980009","58-18 84 PLACE","11379",3,3,40.7294064,-73.8767708
"4028990026","84-43 60 ROAD","11379",3,3,40.7289762,-73.8748955
"4028990027","84-41 60 ROAD","11379",3,3,40.7289378,-73.8749497
"4029000006","84-12 60 ROAD","11379",3,3,40.7280955,-73.8752832
"4029000007","84-14 60 ROAD","11379",3,3,40.7281339,-73.8752326
"4028990043","84-07 60 ROAD","11379",2,2.5,40.7283266,-73.8757843
"4028990044","84-05 60 ROAD","11379",2,2.5,40.7282882,-73.8758312
"4028980031","84-03 60 AVENUE","11379",1,2,40.7287474,-73.8765123
"4028980032","58-41 84 STREET","11379",1,2,40.7286953,-73.8765809
"4028980034","58-35 84 STREET","11379",1,2,40.728893,-73.8766275
"4029010006","84-14 60 DRIVE","11379",2,2.5,40.7275485,-73.8745662
"4029000029","84-35 60 DRIVE","11379",2,2,40.7283444,-73.8744204
"4028990028","84-39 60 ROAD","11379",2,3,40.7288912,-73.8750147
"4028990030","84-37 60 ROAD","11379",2,3,40.7288419,-73.8750797
"4029000008","84-16 60 ROAD","11379",3,3,40.7281723,-73.8751784
"4029000009","84-18 60 ROAD","11379",3,3,40.7282106,-73.8751278
"4029000012","84-24 60 ROAD","11379",3,3,40.7283257,-73.8749725
"4029000014","84-28 60 ROAD","11379",3,3,40.7283997,-73.8748677
"4029000015","84-32 60 ROAD","11379",3,3,40.7284381,-73.8748171
"4028990045","84-03 60 ROAD","11379",2,1,40.7282526,-73.8758854
"4028990046","84-01 60 ROAD","11379",2,1,40.7282088,-73.8759432
"4028990110","84-20 60 AVENUE","11379",3,3,40.7287547,-73.8757257
"4028980035","58-33 84 STREET","11379",2,2,40.7289534,-73.8767031
"4029010028","84-35 ELIOT AVENUE","11379",1,2,40.7278167,-73.873772
"4029010008","84-16 60 DRIVE","11379",2,2,40.7276308,-73.8744939
"4029010009","84-18 60 DRIVE","11379",2,2,40.7276747,-73.8744469
"4029000032","84-29 60 DRIVE","11379",2,2,40.7282375,-73.8745685
"4029000035","84-25 60 DRIVE","11379",2,2,40.7281361,-73.8747022
"4028990031","84-35 60 ROAD","11379",2,3,40.7287953,-73.8751448
"4028990032","84-33 60 ROAD","11379",2,2,40.7287377,-73.8752206
"4029000016","84-34 60 ROAD","11379",3,3,40.7284765,-73.8747629
"4029000018","84-38 60 ROAD","11379",3,3,40.7285532,-73.8746617
"4028990113","84-28 60 AVENUE","11379",3,3,40.7289082,-73.8755162
"4028990116","84-34 60 AVENUE","11379",3,3,40.7290233,-73.8753572
"4029010029","84-33 ELIOT AVENUE","11379",1,2,40.7277728,-73.8738262
"4029010010","84-20 60 DRIVE","11379",1,2,40.727724,-73.8743855
"4029000036","84-21 60 DRIVE","11379",2,1,40.7280703,-73.8747925
"4028990033","84-31 60 ROAD","11379",2,2,40.7286802,-73.8753037
"4029000019","84-40 60 ROAD","11379",3,3,40.7285889,-73.8746112
"4029000022","84-46 60 ROAD","11379",1,1.5,40.7287067,-73.8744486
"4029000025","84-43 60 DRIVE","11379",2,3,40.7285005,-73.874182
"4028990121","84-42 60 AVENUE","11379",3,3,40.7291768,-73.8751513
"4029010030","84-31 ELIOT AVENUE","11379",1,2,40.7277289,-73.8738804
"4029010031","84-29 ELIOT AVENUE","11379",2,2,40.7276878,-73.8739382
"4029010012","84-24 60 DRIVE","11379",2,2.5,40.7277981,-73.8743348
"4029010015","84-30 60 DRIVE","11379",1,2,40.7279406,-73.874183
